,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
152,Audi,A3,"1.6 TDI Attraction Sportback
",2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,195000,118500
153,Audi,A4,A4 Sedan 2.0 TDI Quattro,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,95000,310000
154,Audi,A4,2.0 Multitronic,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Sahibinden,2. El,170000,152000
155,Audi,A3,"1.0 TFSI Sportback
",2016.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,37000,156000
156,Audi,A4,1.8 T,1998.0,Benzin/LPG,Otomatik Vites,1601-1800 cc,126-150 BG,Lacivert ,Sedan,Sahibinden,2. El,384000,48500
157,Audi,A3,1.6 TDI Ambiente,2015.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,46000,192750
158,Audi,A5,A5 Sportback 2.0 TDI,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,71000,289900
159,Audi,A4,A4 Sedan 2.0 TFSI Quattro,2011.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,122000,205000
160,Audi,A3,A3 Sedan 1.6 TDI Attraction,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,95705,172500
161,Audi,TT,2.0 TFSI,2008.0,Benzin,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,129558,169500
162,BMW,5 Serisi,520d xDrive Pure,2018.0,Dizel,Otomatik Vites,1801-2000 cc,201-225 BG,Siyah ,Sedan,Galeriden,2. El,59854,594500
163,Audi,Q7,3.0 TDI Quattro,2010.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,185385,233500
164,Audi,A4,A4 Sedan 2.0 TDI Design,2016.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,112000,285000
165,Audi,A6,A6 Sedan 3.0 TDI Quattro,2006.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,178000,133999
166,Audi,Q5,2.0 TDI Quattro,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,132500,237000
167,Audi,Q3,2.0 TDI Quattro,2012.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,159900,206500
168,Audi,A5,Diğer,2010.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,137000,150000
169,Audi,A4,2.5 TDI Avant,2003.0,Dizel,Otomatik Vites,2001-2500 cc,151-175 BG,Gri ,Station Wagon,Galeriden,2. El,264000,76500
170,Audi,Q7,2.0 TFSI Quattro,2016.0,Benzin,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,58562,698000
171,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,175000,192000
172,Audi,A6,A6 Sedan 2.0 TDI Quattro Design,2020.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,0 km,0,829000
173,Audi,TT,2.0 TFSI Quattro,2016.0,Benzin,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Kırmızı ,Spor / Coupe,Galeriden,2. El,50028,479500
174,Audi,A6,A6 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,128000,295000
175,Audi,A6,A6 Sedan 2.0 TDI,2008.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Lacivert ,Sedan,Galeriden,2. El,295000,115000
176,Audi,A3,"1.6 TDI Sportback
",2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,52000,194500
177,Audi,A8,3.0 TDI Quattro Long,2012.0,Dizel,Otomatik Vites,1300 cc ve altı,251-275 BG,Siyah ,Sedan,Galeriden,2. El,194000,475000
178,Audi,A3,Diğer,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,165000,171900
179,Audi,A6,2.0 TDI,2013.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,220000,265000
180,Audi,A3,"1.6 TDI Attraction Sportback
",2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,179000,96000
181,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
182,Audi,A3,1.6 Attraction Sportback,2011.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,140000,97500
183,Audi,A5,Diğer,2017.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,63697,420000
184,Audi,A4,A4 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,187000,175000
185,Audi,A6,A6 Sedan 2.0 TDI,2016.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,151000,358500
186,Audi,A3,A3 Hatchback 2.0 TDI 2.0 TDI,2009.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Mavi ,Hatchback 3 Kapı,Galeriden,2. El,180000,94000
187,Audi,A5,A5 Sportback 2.0 TDI,2010.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,264000,155000
188,Audi,A6,A6 Sedan 2.0 TDI Quattro Design,2020.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,0 km,0,799000
189,Audi,A6,A6 Sedan 2.0 TDI Quattro Sport,2020.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,0 km,0,840000
190,Audi,A5,A5 Sportback 2.0 TDI,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,299900,155900
191,Audi,A4,A4 Sedan 1.6,2008.0,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,375000,75000
192,Audi,Q7,3.0 TDI Quattro,2007.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,270000,178000
193,Audi,A3,A3 Sportback 1.6 TDI Ambition,2009.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,160000,137500
194,Audi,A4,A4 allroad quattro 2.0 TDI,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Station Wagon,Galeriden,2. El,76000,284500
195,Audi,A3,A3 Cabrio 1.5 TFSI Sport Line,2018.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Üstü Açık / Cabriolet,Galeriden,2. El,36000,309750
196,Audi,A4,A4 Avant 1.4 TFSI,2016.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Station Wagon,Galeriden,2. El,89000,249500
197,Audi,A4,A4 Sedan 1.4 TFSI Design,2016.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,59000,275000
198,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,127000,171250
199,Audi,A6,A6 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,172000,280000
200,Audi,Q7,3.0 TDI Quattro,2013.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,129000,417000
201,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,124000,105500
202,Audi,A3,Diğer,2016.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Üstü Açık / Cabriolet,Galeriden,2. El,27000,252000
203,Audi,A4,A4 Sedan 1.4 TFSI Dynamic,2016.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,104000,241500
204,Audi,Q7,3.0 TDI Quattro,2007.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,300000,138000
205,Audi,A3,A3 Hatchback 1.4 TFSI Ambition,2009.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 3 Kapı,Galeriden,2. El,153000,98500
206,Audi,A3,A3 Sportback 1.6 Ambition,2010.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,147000,112500
207,Audi,A3,A3 Sportback 1.4 TFSI Attraction,2010.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,71000,93750
208,Audi,A3,A3 Sportback 1.6 TDI Sport Line,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,87000,203000
209,Audi,A4,A4 Sedan 2.0 TDI,2013.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,159000,219000
210,Audi,A4,Diğer,1997.0,Dizel,Düz Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,239000,39750
211,Audi,A3,A3 Hatchback 1.6 1.6,2004.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 3 Kapı,Galeriden,2. El,270000,64900
212,Audi,A6,A6 Sedan 3.0 TDI Quattro,2005.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,307000,97250
213,Audi,A3,A3 Sportback 1.6 TDI Attraction,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,131000,160000
214,Audi,A4,A4 Sedan 2.0 TDI,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,181000,172500
215,Audi,A6,A6 Sedan 2.0 TDI Quattro,2018.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,74000,498500
216,Audi,A3,A3 Sportback 1.6 TDI Attraction,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,82000,167900
217,Audi,A4,A4 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,132000,178950
218,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,119000,157500
219,Audi,A6,A6 Sedan 3.0 TDI Quattro,2013.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,175000,305000
220,Audi,A5,A5 Sportback 2.0 TDI Quattro,2013.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,148000,239500
221,Land Rover,Discovery Sport,2.0 TD4 HSE,2016.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,200550,444500
222,Audi,A6,A6 Sedan 2.0 TDI,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,142000,322500
223,Audi,Q5,2.0 TDI Quattro,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,122000,242500
224,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,89000,166500
225,Audi,A4,A4 Sedan 2.0 TDI,2005.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,333000,76500
226,Audi,A6,Diğer,2005.0,Benzin/LPG,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,283000,81000
227,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,107000,167900
228,Audi,A6,A6 Sedan 2.0 TDI,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,268500,205750
229,Audi,A6,Diğer,2007.0,Benzin/LPG,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,280000,97000
230,Audi,A3,A3 Sedan 1.6 TDI Ambition,2013.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,128000,128900
231,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2016.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,70000,182750
232,Audi,A3,A3 Sportback 1.6 Ambition,2008.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,154000,84500
233,Audi,A4,Diğer,2010.0,Benzin,Yarı Otomatik Vites,1601-1800 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,259600,115500
234,Audi,A4,A4 Sedan 2.5 TDI Quattro,2004.0,Dizel,Otomatik Vites,2001-2500 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,260000,59500
235,Audi,A3,A3 Sedan 1.6 TDI Ambition,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,79000,227500
236,Audi,A3,A3 Hatchback 1.6 1.6,2006.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 3 Kapı,Galeriden,2. El,175000,78000
237,Audi,A3,A3 Sedan 1.6 TDI Ambition,2015.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,197950
238,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,182000,192000
239,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,112000,179900
240,BMW,5 Serisi,520d xDrive Pure,2018.0,Dizel,Otomatik Vites,1801-2000 cc,201-225 BG,Siyah ,Sedan,Galeriden,2. El,59854,594500
241,Audi,A6,A6 Sedan 2.0 TDI,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,137000,247500
242,Audi,RS,RS 6,2020.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Station Wagon,Galeriden,2. El,250,2550000
243,Audi,A4,A4 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,114000,177000
244,Audi,A4,A4 Sedan 1.4 TFSI Sport,2018.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,37000,349750
245,Audi,A4,A4 Sedan 2.0 TDI Advanced,2019.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,1893,427500
246,Audi,RS,RS 6,2020.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Station Wagon,Galeriden,0 km,0,2500000
247,Audi,A3,A3 Sportback 1.6 TDI Ambition,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,149000,155500
248,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2017.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,50000,224900
249,Audi,A4,A4 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,159000,174500
250,Audi,A6,A6 Sedan 3.0 TDI Quattro,2012.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,135000,285000
251,Audi,A4,A4 Sedan 2.0 TFSI Quattro,2012.0,Benzin,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,200000,159900
252,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,167000,166500
253,Audi,A4,A4 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,96000,195000
254,Audi,A4,A4 Sedan 2.0 TDI,2010.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,257000,129500
255,Audi,A6,A6 Sedan 2.0 TDI,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,178000,153500
256,Audi,A6,A6 Sedan 2.0 TDI,2009.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,246000,137500
257,Audi,A6,A6 Sedan 2.0 TDI,2010.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,195500,152000
258,Audi,A4,A4 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,122000,198000
259,Audi,A3,A3 Sedan 1.6 TDI Attraction,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,78000,168500
260,Hyundai,I20,1.2 Team,2011.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,49500
261,Audi,A5,A5 Sportback 2.0 TDI,2010.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,238000,134500
262,Audi,A3,A3 Hatchback 1.4 TFSI Attraction,2010.0,Benzin/LPG,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,167000,81500
263,Audi,A3,A3 Sedan 1.6 TDI Attraction,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,125000,140000
264,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2013.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,170000,156000
265,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,146000,148500
266,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,59000,147000
267,Audi,A4,A4 Sedan 1.6,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,284000,49900
268,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,112500,180000
269,Audi,A4,A4 Sedan 2.0 TDI,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,164000,165900
270,Audi,A5,Diğer,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,126000,267000
271,Audi,A4,A4 Sedan 2.0 TDI,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,175000,133000
272,Audi,A5,A5 Sportback 2.0 TDI,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,237000,158000
273,Audi,A5,A5 Sportback 2.0 TDI,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,230000,168000
274,Audi,A3,A3 Sportback 1.6 TDI Dynamic,2019.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,20000,217500
275,Audi,A4,A4 Avant 3.0 Quattro,2004.0,Benzin/LPG,Otomatik Vites,2501-3000 cc,Bilmiyorum,Bej ,Station Wagon,Galeriden,2. El,276000,87500
276,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2016.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,109000,157500
277,Audi,A3,A3 Sportback 1.6 TDI Attraction,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,92000,164950
278,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,18000,217900
279,Audi,A3,A3 Sportback 1.6 TDI Sport Line,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,48000,212500
280,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,124000,105500
281,Audi,Q5,2.0 TDI Quattro,2017.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,28000,567500
282,Audi,Q7,3.0 TDI Quattro,2015.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,115000,659750
283,Audi,A4,A4 Sedan 1.6,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,300000,38750
284,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,208000,108900
285,Audi,A3,A3 Sportback 1.6 TDI Attraction,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,137000,157750
286,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2013.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,127000,135500
287,Audi,A4,A4 allroad quattro 2.0 TDI,2016.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Station Wagon,Galeriden,2. El,99000,389000
288,Audi,A4,A4 Sedan 2.0 TDI Dynamic,2016.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,44750,285000
289,Audi,E-Tron,55 Quattro,2020.0,Elektrik,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,0 km,0,1150000
290,Audi,Q8,Diğer,2020.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,0 km,0,1640000
291,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,96000,186000
292,Audi,A5,A5 Sportback 2.0 TDI Quattro,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,95000,305000
293,Audi,A3,A3 Sportback 1.6 TDI Sport Line,2016.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,50000,190000
294,Audi,A3,A3 Sportback 1.5 TFSI Dynamic,2020.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,0 km,0,246500
295,Audi,A4,Diğer,2010.0,Benzin,Yarı Otomatik Vites,1601-1800 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,149000,112500
296,Audi,A3,A3 Sportback 1.5 TFSI Dynamic,2020.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,0 km,0,246500
